[2025-11-28T13:15:05.131Z] GET / | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T14:37:23.574Z] DELETE /api/reservations/6929b3a37d6918b4d1736109 | IP: ::ffff:127.0.0.1 | User: testing@jest.com[User]
[2025-11-28T14:37:23.595Z] GET /logout | IP: ::ffff:127.0.0.1 | User: testing@jest.com[User]
[2025-11-28T14:45:42.697Z] POST /login | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T14:45:42.734Z] POST /register | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T14:45:42.969Z] POST /register | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T14:45:42.984Z] POST /login | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T14:45:43.068Z] GET /logout | IP: ::ffff:127.0.0.1 | User: testing@jest.com[User]
[2025-11-28T14:45:43.077Z] POST /login | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T14:45:43.153Z] POST /api/profile/update | IP: ::ffff:127.0.0.1 | User: testing@jest.com[User]
[2025-11-28T14:45:43.243Z] GET /logout | IP: ::ffff:127.0.0.1 | User: tobly_ron@snacks.com[User]
[2025-11-28T14:45:43.251Z] POST /login | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T14:45:43.266Z] POST /register | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T14:45:43.347Z] POST /login | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T14:45:43.418Z] GET /users | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T14:45:43.455Z] GET /users | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T14:45:43.463Z] GET /api/users/6929b596b9a20b05eb1c5656 | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T14:45:43.479Z] DELETE /api/users/6929b596b9a20b05eb1c5656 | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T14:45:43.498Z] DELETE /api/users/abc | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T14:45:43.509Z] GET /api/users/6929b596b9a20b05eb1c5656 | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T14:45:43.520Z] GET /logout | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T14:45:43.526Z] GET /logout | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T14:45:43.533Z] POST /register | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T14:45:43.612Z] POST /login | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T14:45:43.690Z] GET /api/reservations/user | IP: ::ffff:127.0.0.1 | User: testing@jest.com[User]
[2025-11-28T14:45:43.706Z] PUT /api/reservations/6929b597b9a20b05eb1c5676 | IP: ::ffff:127.0.0.1 | User: testing@jest.com[User]
[2025-11-28T14:45:43.722Z] PUT /api/reservations/6929b597b9a20b05eb1c5676/cancel | IP: ::ffff:127.0.0.1 | User: testing@jest.com[User]
[2025-11-28T14:45:43.740Z] DELETE /api/reservations/6929b597b9a20b05eb1c5676 | IP: ::ffff:127.0.0.1 | User: testing@jest.com[User]
[2025-11-28T14:45:43.760Z] GET /logout | IP: ::ffff:127.0.0.1 | User: testing@jest.com[User]
[2025-11-28T14:49:30.425Z] POST /login | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T14:49:30.459Z] POST /register | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T14:49:30.619Z] POST /register | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T14:49:30.632Z] POST /login | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T14:49:30.713Z] GET /logout | IP: ::ffff:127.0.0.1 | User: testing@jest.com[User]
[2025-11-28T14:49:30.725Z] POST /login | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T14:49:30.795Z] POST /api/profile/update | IP: ::ffff:127.0.0.1 | User: testing@jest.com[User]
[2025-11-28T14:49:30.885Z] GET /logout | IP: ::ffff:127.0.0.1 | User: tobly_ron@snacks.com[User]
[2025-11-28T14:49:30.897Z] POST /login | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T14:49:30.908Z] POST /register | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T14:49:30.987Z] POST /login | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T14:49:31.060Z] GET /users | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T14:49:31.152Z] GET /users | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T14:49:31.168Z] GET /api/users/6929b67a87c426f58786986c | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T14:49:31.185Z] DELETE /api/users/6929b67a87c426f58786986c | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T14:49:31.216Z] DELETE /api/users/6929b67a87c426f58786986c | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T14:49:31.236Z] DELETE /api/users/abc | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T14:49:31.245Z] GET /api/users/6929b67a87c426f58786986c | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T14:49:31.263Z] GET /logout | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T14:49:31.269Z] GET /logout | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T14:49:31.278Z] POST /register | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T14:49:31.363Z] POST /login | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T14:49:31.444Z] GET /api/reservations/user | IP: ::ffff:127.0.0.1 | User: testing@jest.com[User]
[2025-11-28T14:49:31.457Z] PUT /api/reservations/6929b67b87c426f58786988d | IP: ::ffff:127.0.0.1 | User: testing@jest.com[User]
[2025-11-28T14:49:31.479Z] PUT /api/reservations/6929b67b87c426f58786988d/cancel | IP: ::ffff:127.0.0.1 | User: testing@jest.com[User]
[2025-11-28T14:49:31.493Z] DELETE /api/reservations/6929b67b87c426f58786988d | IP: ::ffff:127.0.0.1 | User: testing@jest.com[User]
[2025-11-28T14:49:31.515Z] GET /logout | IP: ::ffff:127.0.0.1 | User: testing@jest.com[User]
[2025-11-28T14:50:01.194Z] POST /login | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T14:50:01.222Z] POST /register | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T14:50:01.375Z] POST /register | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T14:50:01.388Z] POST /login | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T14:50:01.467Z] GET /logout | IP: ::ffff:127.0.0.1 | User: testing@jest.com[User]
[2025-11-28T14:50:01.479Z] POST /login | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T14:50:01.553Z] POST /api/profile/update | IP: ::ffff:127.0.0.1 | User: testing@jest.com[User]
[2025-11-28T14:50:01.646Z] GET /logout | IP: ::ffff:127.0.0.1 | User: tobly_ron@snacks.com[User]
[2025-11-28T14:50:01.657Z] POST /login | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T14:50:01.669Z] POST /register | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T14:50:01.752Z] POST /login | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T14:50:01.825Z] GET /users | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T14:50:01.867Z] GET /users | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T14:50:01.875Z] GET /api/users/6929b6994a67a5a0d39fc423 | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T14:50:01.894Z] DELETE /api/users/6929b6994a67a5a0d39fc423 | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T14:50:01.911Z] DELETE /api/users/6929b6994a67a5a0d39fc423 | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T14:50:01.937Z] DELETE /api/users/abc | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T14:50:01.945Z] GET /api/users/6929b6994a67a5a0d39fc423 | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T14:50:01.958Z] GET /logout | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T14:50:01.971Z] GET /logout | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T14:50:01.982Z] POST /register | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T14:50:02.060Z] POST /login | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T14:50:02.160Z] GET /api/reservations/user | IP: ::ffff:127.0.0.1 | User: testing@jest.com[User]
[2025-11-28T14:50:02.207Z] PUT /api/reservations/6929b69a4a67a5a0d39fc445 | IP: ::ffff:127.0.0.1 | User: testing@jest.com[User]
[2025-11-28T14:50:02.267Z] PUT /api/reservations/6929b69a4a67a5a0d39fc445/cancel | IP: ::ffff:127.0.0.1 | User: testing@jest.com[User]
[2025-11-28T14:50:02.285Z] DELETE /api/reservations/6929b69a4a67a5a0d39fc445 | IP: ::ffff:127.0.0.1 | User: testing@jest.com[User]
[2025-11-28T14:50:02.322Z] GET /logout | IP: ::ffff:127.0.0.1 | User: testing@jest.com[User]
[2025-11-28T14:50:46.936Z] POST /login | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T14:50:46.959Z] POST /register | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T14:50:47.107Z] POST /register | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T14:50:47.117Z] POST /login | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T14:50:47.193Z] GET /logout | IP: ::ffff:127.0.0.1 | User: testing@jest.com[User]
[2025-11-28T14:50:47.202Z] POST /login | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T14:50:47.274Z] POST /api/profile/update | IP: ::ffff:127.0.0.1 | User: testing@jest.com[User]
[2025-11-28T14:50:47.353Z] GET /logout | IP: ::ffff:127.0.0.1 | User: tobly_ron@snacks.com[User]
[2025-11-28T14:50:47.360Z] POST /login | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T14:50:47.375Z] POST /register | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T14:50:47.453Z] POST /login | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T14:50:47.521Z] GET /users | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T14:50:47.559Z] GET /users | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T14:50:47.575Z] GET /api/users/6929b6c637ecb23973e18e9d | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T14:50:47.597Z] DELETE /api/users/6929b6c637ecb23973e18e9d | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T14:50:47.618Z] DELETE /api/users/6929b6c637ecb23973e18e9d | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T14:50:47.658Z] DELETE /api/users/abc | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T14:50:47.673Z] GET /api/users/6929b6c637ecb23973e18e9d | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T14:50:47.704Z] GET /logout | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T14:50:47.711Z] GET /logout | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T14:50:47.722Z] POST /register | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T14:50:47.804Z] POST /login | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T14:50:47.880Z] GET /api/reservations/user | IP: ::ffff:127.0.0.1 | User: testing@jest.com[User]
[2025-11-28T14:50:47.891Z] PUT /api/reservations/6929b6c737ecb23973e18ebf | IP: ::ffff:127.0.0.1 | User: testing@jest.com[User]
[2025-11-28T14:50:47.907Z] PUT /api/reservations/6929b6c737ecb23973e18ebf/cancel | IP: ::ffff:127.0.0.1 | User: testing@jest.com[User]
[2025-11-28T14:50:47.918Z] DELETE /api/reservations/6929b6c737ecb23973e18ebf | IP: ::ffff:127.0.0.1 | User: testing@jest.com[User]
[2025-11-28T14:50:47.933Z] GET /logout | IP: ::ffff:127.0.0.1 | User: testing@jest.com[User]
[2025-11-28T14:52:52.711Z] POST /login | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T14:52:52.745Z] POST /register | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T14:52:52.917Z] POST /register | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T14:52:52.935Z] POST /login | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T14:52:53.025Z] GET /logout | IP: ::ffff:127.0.0.1 | User: testing@jest.com[User]
[2025-11-28T14:52:53.037Z] POST /login | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T14:52:53.112Z] POST /api/profile/update | IP: ::ffff:127.0.0.1 | User: testing@jest.com[User]
[2025-11-28T14:52:53.207Z] GET /logout | IP: ::ffff:127.0.0.1 | User: tobly_ron@snacks.com[User]
[2025-11-28T14:52:53.218Z] POST /login | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T14:52:53.235Z] POST /register | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T14:52:53.325Z] POST /login | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T14:52:53.397Z] GET /users | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T14:52:53.443Z] GET /users | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T14:52:53.455Z] GET /api/users/6929b7445f4b21ae4b2dc2a0 | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T14:52:53.471Z] DELETE /api/users/6929b7445f4b21ae4b2dc2a0 | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T14:52:53.491Z] DELETE /api/users/6929b7445f4b21ae4b2dc2a0 | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T14:52:53.523Z] DELETE /api/users/abc | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T14:52:53.534Z] GET /api/users/6929b7445f4b21ae4b2dc2a0 | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T14:52:53.550Z] GET /logout | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T14:52:53.558Z] GET /logout | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T14:52:53.567Z] POST /register | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T14:52:53.642Z] POST /login | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T14:52:53.726Z] GET /api/reservations/user | IP: ::ffff:127.0.0.1 | User: testing@jest.com[User]
[2025-11-28T14:52:53.745Z] PUT /api/reservations/6929b7455f4b21ae4b2dc2c2 | IP: ::ffff:127.0.0.1 | User: testing@jest.com[User]
[2025-11-28T14:52:53.764Z] PUT /api/reservations/6929b7455f4b21ae4b2dc2c2/cancel | IP: ::ffff:127.0.0.1 | User: testing@jest.com[User]
[2025-11-28T14:52:53.778Z] DELETE /api/reservations/6929b7455f4b21ae4b2dc2c2 | IP: ::ffff:127.0.0.1 | User: testing@jest.com[User]
[2025-11-28T14:52:53.796Z] GET /logout | IP: ::ffff:127.0.0.1 | User: testing@jest.com[User]
[2025-11-28T14:57:51.542Z] POST /login | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T14:57:51.576Z] POST /register | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T14:57:51.743Z] POST /register | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T14:57:51.756Z] POST /login | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T14:57:51.836Z] GET /logout | IP: ::ffff:127.0.0.1 | User: testing@jest.com[User]
[2025-11-28T14:57:51.848Z] POST /login | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T14:57:51.933Z] POST /api/profile/update | IP: ::ffff:127.0.0.1 | User: testing@jest.com[User]
[2025-11-28T14:57:52.035Z] GET /logout | IP: ::ffff:127.0.0.1 | User: tobly_ron@snacks.com[User]
[2025-11-28T14:57:52.046Z] POST /login | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T14:57:52.064Z] POST /register | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T14:57:52.149Z] POST /login | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T14:57:52.234Z] GET /users | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T14:57:52.287Z] GET /users | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T14:57:52.297Z] GET /api/users/6929b86fa64073a4c316eeeb | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T14:57:52.317Z] DELETE /api/users/6929b86fa64073a4c316eeeb | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T14:57:52.333Z] POST /logout | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T14:57:52.340Z] POST /login | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T14:57:52.422Z] DELETE /api/users/6929b86fa64073a4c316eeeb | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T14:57:52.447Z] DELETE /api/users/abc | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T14:57:52.462Z] GET /api/users/6929b86fa64073a4c316eeeb | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T14:57:52.499Z] GET /logout | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T14:57:52.505Z] GET /logout | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T14:57:52.513Z] POST /register | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T14:57:52.595Z] POST /login | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T14:57:52.690Z] GET /api/reservations/user | IP: ::ffff:127.0.0.1 | User: testing@jest.com[User]
[2025-11-28T14:57:52.707Z] PUT /api/reservations/6929b870a64073a4c316ef11 | IP: ::ffff:127.0.0.1 | User: testing@jest.com[User]
[2025-11-28T14:57:52.728Z] PUT /api/reservations/6929b870a64073a4c316ef11/cancel | IP: ::ffff:127.0.0.1 | User: testing@jest.com[User]
[2025-11-28T14:57:52.740Z] DELETE /api/reservations/6929b870a64073a4c316ef11 | IP: ::ffff:127.0.0.1 | User: testing@jest.com[User]
[2025-11-28T14:57:52.764Z] GET /logout | IP: ::ffff:127.0.0.1 | User: testing@jest.com[User]
[2025-11-28T15:02:41.050Z] POST /login | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T15:02:41.079Z] POST /register | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T15:02:41.280Z] POST /register | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T15:02:41.305Z] POST /login | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T15:02:41.407Z] GET /logout | IP: ::ffff:127.0.0.1 | User: testing@jest.com[User]
[2025-11-28T15:02:41.427Z] POST /login | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T15:02:41.518Z] POST /api/profile/update | IP: ::ffff:127.0.0.1 | User: testing@jest.com[User]
[2025-11-28T15:02:41.638Z] GET /logout | IP: ::ffff:127.0.0.1 | User: tobly_ron@snacks.com[User]
[2025-11-28T15:02:41.649Z] POST /login | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T15:02:41.668Z] POST /register | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T15:02:41.771Z] POST /login | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T15:02:41.874Z] GET /users | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T15:02:41.931Z] GET /users | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T15:02:41.942Z] GET /api/users/6929b9910d922dc81c6657bb | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T15:02:41.968Z] DELETE /api/users/6929b9910d922dc81c6657bb | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T15:02:41.993Z] POST /logout | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T15:02:42.007Z] POST /login | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T15:02:42.105Z] DELETE /api/users/6929b9910d922dc81c6657bb | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T15:02:42.139Z] DELETE /api/users/abc | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T15:02:42.161Z] GET /api/users/6929b9910d922dc81c6657bb | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T15:02:42.192Z] POST /api/users/ | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T15:02:42.329Z] POST /logout | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T15:02:42.340Z] POST /login | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T15:02:42.438Z] POST /api/users/ | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T15:02:42.527Z] GET /logout | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T15:02:42.542Z] GET /logout | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T15:02:42.654Z] POST /login | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T15:02:42.791Z] GET /api/reservations/user | IP: ::ffff:127.0.0.1 | User: testing@jest.com[User]
[2025-11-28T15:02:42.816Z] PUT /api/reservations/6929b9920d922dc81c6657e3 | IP: ::ffff:127.0.0.1 | User: testing@jest.com[User]
[2025-11-28T15:02:42.836Z] PUT /api/reservations/6929b9920d922dc81c6657e3/cancel | IP: ::ffff:127.0.0.1 | User: testing@jest.com[User]
[2025-11-28T15:02:42.852Z] DELETE /api/reservations/6929b9920d922dc81c6657e3 | IP: ::ffff:127.0.0.1 | User: testing@jest.com[User]
[2025-11-28T15:02:42.881Z] GET /logout | IP: ::ffff:127.0.0.1 | User: testing@jest.com[User]
[2025-11-28T15:05:33.638Z] POST /login | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T15:05:33.667Z] POST /register | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T15:05:33.877Z] POST /register | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T15:05:33.902Z] POST /login | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T15:05:34.005Z] GET /logout | IP: ::ffff:127.0.0.1 | User: testing@jest.com[User]
[2025-11-28T15:05:34.020Z] POST /login | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T15:05:34.097Z] POST /api/profile/update | IP: ::ffff:127.0.0.1 | User: testing@jest.com[User]
[2025-11-28T15:05:34.200Z] GET /logout | IP: ::ffff:127.0.0.1 | User: tobly_ron@snacks.com[User]
[2025-11-28T15:05:34.210Z] POST /login | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T15:05:34.222Z] POST /register | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T15:05:34.308Z] POST /login | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T15:05:34.379Z] GET /users | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T15:05:34.419Z] GET /users | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T15:05:34.430Z] GET /api/users/6929ba3dea5037b4322c241e | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T15:05:34.449Z] DELETE /api/users/6929ba3dea5037b4322c241e | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T15:05:34.466Z] POST /logout | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T15:05:34.478Z] POST /login | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T15:05:34.548Z] DELETE /api/users/6929ba3dea5037b4322c241e | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T15:05:34.563Z] DELETE /api/users/abc | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T15:05:34.574Z] GET /api/users/6929ba3dea5037b4322c241e | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T15:05:34.588Z] POST /api/users/ | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T15:05:34.680Z] PUT /api/users/6929ba3eea5037b4322c243a | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T15:05:34.765Z] POST /logout | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T15:05:34.773Z] POST /login | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T15:05:34.848Z] PUT /api/users/6929ba3eea5037b4322c243a | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T15:05:34.922Z] GET /logout | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T15:05:34.927Z] GET /logout | IP: ::ffff:127.0.0.1 | User: slimjimmy@wrap.com[Admin]
[2025-11-28T15:05:34.937Z] POST /login | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T15:05:35.027Z] GET /api/reservations/user | IP: ::ffff:127.0.0.1 | User: testing@jest.com[User]
[2025-11-28T15:05:35.039Z] PUT /api/reservations/6929ba3fea5037b4322c2449 | IP: ::ffff:127.0.0.1 | User: testing@jest.com[User]
[2025-11-28T15:05:35.056Z] PUT /api/reservations/6929ba3fea5037b4322c2449/cancel | IP: ::ffff:127.0.0.1 | User: testing@jest.com[User]
[2025-11-28T15:05:35.066Z] DELETE /api/reservations/6929ba3fea5037b4322c2449 | IP: ::ffff:127.0.0.1 | User: testing@jest.com[User]
[2025-11-28T15:05:35.085Z] GET /logout | IP: ::ffff:127.0.0.1 | User: testing@jest.com[User]
[2025-11-28T15:09:29.423Z] POST /login | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T15:09:29.450Z] POST /register | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T15:09:29.609Z] POST /register | IP: ::ffff:127.0.0.1 | User: Guest
[2025-11-28T15:09:29.621Z] POST /login | IP: ::ffff:127.0.0.1 | User: Guest
